age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
57,non-binary,9,Facebook,Travel,United Kingdom,Urban,Software Engineer,15507,TRUE,FALSE,FALSE
56,non-binary,9,YouTube,Travel,United States,Sub_Urban,Student,14235,TRUE,FALSE,TRUE
35,male,9,Instagram,Travel,Australia,Urban,Software Engineer,10540,FALSE,FALSE,TRUE
57,male,2,Facebook,Travel,United Kingdom,Urban,Marketer Manager,15510,TRUE,FALSE,FALSE
18,non-binary,3,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,18461,TRUE,TRUE,TRUE
28,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Student,17926,FALSE,FALSE,FALSE
45,non-binary,5,Facebook,Lifestlye,United States,Rural,Software Engineer,15131,TRUE,TRUE,TRUE
42,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,18697,FALSE,TRUE,FALSE
40,female,3,YouTube,Sports,Australia,Urban,Software Engineer,11129,TRUE,TRUE,TRUE
48,non-binary,6,Instagram,Lifestlye,Australia,Urban,Software Engineer,13145,FALSE,FALSE,TRUE
47,female,7,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,18553,TRUE,TRUE,TRUE
59,female,9,Instagram,Lifestlye,United States,Urban,Software Engineer,13720,TRUE,FALSE,FALSE
52,male,1,YouTube,Sports,United States,Urban,Marketer Manager,19648,TRUE,FALSE,FALSE
24,non-binary,7,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,14067,FALSE,FALSE,FALSE
33,non-binary,8,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,14195,TRUE,FALSE,FALSE
43,female,3,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19873,TRUE,FALSE,FALSE
19,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,19244,FALSE,TRUE,TRUE
18,male,6,YouTube,Travel,United Kingdom,Urban,Software Engineer,17281,FALSE,TRUE,TRUE
29,male,7,YouTube,Travel,United Kingdom,Rural,Marketer Manager,12509,TRUE,FALSE,TRUE
22,male,4,YouTube,Sports,United Kingdom,Rural,Marketer Manager,15016,TRUE,TRUE,TRUE
54,non-binary,8,YouTube,Travel,United States,Sub_Urban,Student,16533,TRUE,FALSE,TRUE
49,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,14727,TRUE,TRUE,FALSE
26,non-binary,1,Facebook,Lifestlye,United Kingdom,Urban,Student,10681,FALSE,TRUE,TRUE
58,non-binary,4,YouTube,Travel,Australia,Rural,Software Engineer,13932,TRUE,TRUE,FALSE
52,non-binary,3,Instagram,Lifestlye,Australia,Urban,Software Engineer,15560,TRUE,TRUE,TRUE
36,male,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,14016,FALSE,TRUE,FALSE
33,female,8,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,17339,TRUE,TRUE,FALSE
20,male,1,Instagram,Sports,United Kingdom,Urban,Marketer Manager,10719,TRUE,TRUE,FALSE
37,non-binary,6,Facebook,Sports,Australia,Rural,Marketer Manager,10074,TRUE,TRUE,TRUE
41,male,9,Facebook,Travel,United States,Sub_Urban,Software Engineer,19485,FALSE,TRUE,TRUE
50,non-binary,7,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,14157,FALSE,TRUE,TRUE
41,non-binary,4,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18511,TRUE,TRUE,TRUE
28,male,1,Instagram,Lifestlye,United States,Rural,Student,12149,TRUE,TRUE,FALSE
25,non-binary,2,Instagram,Travel,United States,Urban,Marketer Manager,19644,FALSE,TRUE,FALSE
53,female,5,Facebook,Sports,United Kingdom,Rural,Marketer Manager,19747,TRUE,FALSE,FALSE
55,non-binary,5,Instagram,Sports,Australia,Rural,Marketer Manager,16713,TRUE,TRUE,FALSE
57,female,8,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,14207,FALSE,TRUE,TRUE
37,female,6,YouTube,Travel,Australia,Urban,Student,17141,FALSE,TRUE,FALSE
52,non-binary,8,YouTube,Sports,Australia,Urban,Marketer Manager,18652,FALSE,TRUE,TRUE
42,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,19078,TRUE,TRUE,FALSE
52,female,3,Instagram,Sports,Australia,Urban,Student,13936,TRUE,TRUE,FALSE
42,male,6,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,19307,TRUE,FALSE,FALSE
46,female,3,YouTube,Lifestlye,Australia,Rural,Software Engineer,11075,TRUE,FALSE,TRUE
35,non-binary,6,Facebook,Travel,United States,Sub_Urban,Marketer Manager,13876,FALSE,FALSE,TRUE
63,non-binary,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14615,TRUE,TRUE,FALSE
35,female,2,YouTube,Sports,United States,Rural,Software Engineer,17265,TRUE,TRUE,FALSE
19,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16379,FALSE,TRUE,FALSE
52,female,2,Facebook,Travel,United Kingdom,Urban,Student,19118,FALSE,FALSE,TRUE
33,non-binary,6,YouTube,Travel,Australia,Urban,Software Engineer,14652,TRUE,TRUE,TRUE
58,male,1,Facebook,Travel,United Kingdom,Urban,Student,16792,FALSE,TRUE,TRUE
53,non-binary,3,Facebook,Sports,United States,Urban,Marketer Manager,19247,FALSE,FALSE,FALSE
50,male,2,YouTube,Sports,United States,Sub_Urban,Software Engineer,17456,TRUE,FALSE,TRUE
21,non-binary,7,Instagram,Sports,United States,Sub_Urban,Marketer Manager,14674,TRUE,TRUE,FALSE
50,male,4,YouTube,Sports,United Kingdom,Rural,Student,10541,TRUE,TRUE,TRUE
31,non-binary,8,Instagram,Sports,United States,Sub_Urban,Marketer Manager,12161,TRUE,TRUE,FALSE
38,male,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12251,FALSE,TRUE,FALSE
37,female,4,Facebook,Sports,United States,Sub_Urban,Software Engineer,19244,FALSE,FALSE,TRUE
25,female,5,Instagram,Sports,United States,Rural,Marketer Manager,14569,TRUE,TRUE,FALSE
24,male,9,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,12744,TRUE,TRUE,FALSE
20,non-binary,7,Instagram,Sports,United States,Sub_Urban,Marketer Manager,16041,FALSE,FALSE,FALSE
34,male,9,Instagram,Travel,Australia,Rural,Software Engineer,14675,TRUE,TRUE,TRUE
50,non-binary,7,Facebook,Sports,United Kingdom,Rural,Student,11560,TRUE,TRUE,FALSE
29,female,1,Instagram,Sports,United Kingdom,Rural,Student,11164,TRUE,FALSE,TRUE
39,non-binary,8,YouTube,Travel,United Kingdom,Urban,Marketer Manager,15419,TRUE,FALSE,TRUE
39,female,4,YouTube,Travel,Australia,Sub_Urban,Software Engineer,12722,FALSE,TRUE,FALSE
63,non-binary,3,Facebook,Travel,United Kingdom,Rural,Marketer Manager,10470,TRUE,FALSE,TRUE
47,non-binary,7,Facebook,Travel,United States,Urban,Student,19608,FALSE,FALSE,FALSE
55,non-binary,3,Instagram,Sports,United States,Rural,Software Engineer,11468,TRUE,TRUE,TRUE
55,male,8,Instagram,Travel,United States,Rural,Student,17925,TRUE,FALSE,FALSE
62,male,6,Instagram,Travel,United Kingdom,Rural,Student,10808,FALSE,TRUE,TRUE
25,female,5,Instagram,Lifestlye,United States,Rural,Software Engineer,18363,TRUE,TRUE,FALSE
44,female,4,YouTube,Travel,United Kingdom,Rural,Software Engineer,16719,FALSE,TRUE,FALSE
44,male,8,YouTube,Travel,United States,Urban,Marketer Manager,15073,TRUE,TRUE,FALSE
51,female,8,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,18012,TRUE,FALSE,FALSE
38,male,1,Instagram,Lifestlye,Australia,Sub_Urban,Student,11645,TRUE,TRUE,TRUE
47,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,18249,TRUE,TRUE,TRUE
50,female,5,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,11129,TRUE,TRUE,FALSE
45,female,4,Instagram,Sports,United Kingdom,Urban,Marketer Manager,11353,FALSE,TRUE,TRUE
64,male,6,Instagram,Lifestlye,United States,Urban,Student,10767,FALSE,FALSE,FALSE
50,female,6,Instagram,Lifestlye,Australia,Urban,Student,13895,TRUE,FALSE,FALSE
22,female,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,18874,TRUE,FALSE,TRUE
36,non-binary,8,Instagram,Lifestlye,Australia,Rural,Software Engineer,13454,FALSE,TRUE,TRUE
21,female,7,Facebook,Sports,Australia,Rural,Marketer Manager,17329,FALSE,FALSE,FALSE
52,non-binary,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11790,TRUE,FALSE,TRUE
34,male,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,19669,TRUE,TRUE,FALSE
61,female,6,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,10885,FALSE,FALSE,TRUE
45,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,17734,TRUE,TRUE,TRUE
47,male,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,13906,FALSE,FALSE,TRUE
46,female,4,YouTube,Sports,Australia,Rural,Software Engineer,14492,TRUE,FALSE,TRUE
63,male,1,YouTube,Sports,United States,Rural,Marketer Manager,19730,FALSE,FALSE,TRUE
23,female,7,Facebook,Travel,United States,Urban,Student,12073,FALSE,FALSE,FALSE
52,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,10312,TRUE,TRUE,TRUE
58,male,2,Instagram,Sports,United States,Rural,Student,16269,FALSE,TRUE,TRUE
54,non-binary,9,YouTube,Lifestlye,United States,Urban,Marketer Manager,15317,TRUE,FALSE,FALSE
41,male,5,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,10810,TRUE,TRUE,FALSE
46,female,2,Instagram,Sports,United States,Urban,Marketer Manager,16841,TRUE,FALSE,FALSE
63,female,9,Instagram,Lifestlye,Australia,Urban,Software Engineer,12032,TRUE,FALSE,TRUE
48,non-binary,9,Facebook,Lifestlye,United States,Sub_Urban,Student,19699,FALSE,FALSE,TRUE
52,female,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,17129,TRUE,FALSE,FALSE
50,female,3,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,12705,TRUE,FALSE,FALSE
38,female,4,YouTube,Sports,United States,Rural,Marketer Manager,18788,TRUE,FALSE,FALSE
49,male,7,YouTube,Sports,United States,Rural,Student,12147,TRUE,TRUE,FALSE
40,male,4,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,10615,FALSE,TRUE,TRUE
50,female,2,Instagram,Sports,United Kingdom,Urban,Software Engineer,10947,TRUE,FALSE,TRUE
20,non-binary,7,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,15677,FALSE,TRUE,TRUE
35,male,6,Instagram,Travel,Australia,Rural,Student,14651,FALSE,FALSE,TRUE
42,non-binary,3,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,17866,FALSE,TRUE,TRUE
59,female,6,Instagram,Sports,Australia,Sub_Urban,Student,12013,TRUE,TRUE,FALSE
48,female,6,YouTube,Travel,Australia,Rural,Student,13697,TRUE,TRUE,TRUE
20,male,5,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,10490,TRUE,FALSE,FALSE
57,female,4,YouTube,Travel,United States,Sub_Urban,Software Engineer,14350,TRUE,TRUE,FALSE
63,male,1,YouTube,Travel,Australia,Rural,Marketer Manager,12428,FALSE,FALSE,FALSE
41,female,6,Instagram,Sports,Australia,Rural,Software Engineer,14987,FALSE,FALSE,TRUE
49,female,2,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,18733,TRUE,FALSE,FALSE
64,male,3,YouTube,Travel,United States,Urban,Marketer Manager,19479,TRUE,TRUE,TRUE
39,male,8,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,19825,TRUE,TRUE,FALSE
40,male,6,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,14920,TRUE,TRUE,TRUE
19,female,3,Instagram,Travel,United Kingdom,Urban,Marketer Manager,12926,TRUE,FALSE,FALSE
44,female,7,Facebook,Travel,United States,Urban,Marketer Manager,19544,TRUE,FALSE,TRUE
59,non-binary,4,YouTube,Travel,Australia,Urban,Marketer Manager,17282,TRUE,TRUE,FALSE
19,male,9,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,14376,FALSE,FALSE,FALSE
43,female,5,YouTube,Lifestlye,United Kingdom,Rural,Student,19490,FALSE,TRUE,FALSE
34,female,3,Instagram,Lifestlye,United States,Rural,Software Engineer,14868,FALSE,TRUE,FALSE
57,male,2,Instagram,Lifestlye,Australia,Rural,Student,16986,FALSE,TRUE,TRUE
50,non-binary,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16862,TRUE,TRUE,TRUE
26,male,3,Instagram,Travel,Australia,Rural,Student,14423,TRUE,FALSE,TRUE
60,non-binary,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,16870,TRUE,TRUE,FALSE
56,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,18159,TRUE,TRUE,FALSE
46,non-binary,2,YouTube,Travel,United States,Urban,Student,12073,TRUE,TRUE,FALSE
59,female,9,YouTube,Sports,Australia,Rural,Marketer Manager,16170,FALSE,TRUE,FALSE
43,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,10701,TRUE,TRUE,FALSE
52,male,9,Facebook,Lifestlye,United States,Rural,Marketer Manager,18113,FALSE,TRUE,FALSE
42,male,6,YouTube,Travel,Australia,Rural,Software Engineer,16825,TRUE,TRUE,TRUE
41,non-binary,1,Facebook,Lifestlye,United States,Urban,Software Engineer,17867,FALSE,FALSE,TRUE
30,female,4,Instagram,Travel,United States,Urban,Marketer Manager,14264,TRUE,FALSE,TRUE
24,male,1,YouTube,Travel,United States,Urban,Marketer Manager,17968,FALSE,FALSE,TRUE
53,male,6,Facebook,Sports,Australia,Rural,Student,18146,TRUE,FALSE,TRUE
62,female,4,Instagram,Sports,United Kingdom,Rural,Software Engineer,17776,TRUE,TRUE,TRUE
37,male,3,Facebook,Sports,United Kingdom,Rural,Student,18558,TRUE,FALSE,TRUE
18,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,18719,TRUE,FALSE,TRUE
25,female,9,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,14886,FALSE,FALSE,FALSE
63,female,6,Instagram,Sports,Australia,Rural,Student,13935,TRUE,TRUE,FALSE
33,female,9,Instagram,Lifestlye,United States,Rural,Marketer Manager,14619,FALSE,FALSE,FALSE
31,female,5,Instagram,Sports,United Kingdom,Rural,Software Engineer,15191,TRUE,FALSE,FALSE
29,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Student,16875,FALSE,TRUE,FALSE
40,male,8,Facebook,Travel,Australia,Rural,Software Engineer,17856,TRUE,FALSE,FALSE
32,non-binary,5,Facebook,Sports,United States,Sub_Urban,Software Engineer,15401,TRUE,TRUE,FALSE
45,male,2,Instagram,Sports,United Kingdom,Rural,Software Engineer,13022,FALSE,FALSE,TRUE
51,non-binary,4,YouTube,Travel,Australia,Sub_Urban,Student,15738,TRUE,TRUE,TRUE
19,female,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,15984,TRUE,FALSE,FALSE
49,male,4,Facebook,Sports,United States,Urban,Software Engineer,11770,FALSE,FALSE,TRUE
40,male,4,Facebook,Travel,United Kingdom,Urban,Software Engineer,19969,TRUE,FALSE,TRUE
39,non-binary,2,YouTube,Sports,United Kingdom,Urban,Software Engineer,18989,FALSE,TRUE,TRUE
42,non-binary,6,YouTube,Travel,United States,Urban,Marketer Manager,13215,TRUE,FALSE,TRUE
39,male,2,Facebook,Lifestlye,United States,Rural,Marketer Manager,16694,FALSE,TRUE,TRUE
39,non-binary,7,Facebook,Lifestlye,United Kingdom,Urban,Student,12976,FALSE,TRUE,FALSE
59,non-binary,3,YouTube,Travel,United States,Sub_Urban,Marketer Manager,13737,FALSE,TRUE,TRUE
23,non-binary,3,Instagram,Travel,United Kingdom,Urban,Student,19903,FALSE,TRUE,FALSE
32,female,5,Facebook,Travel,United States,Urban,Student,10752,TRUE,FALSE,FALSE
60,female,3,YouTube,Lifestlye,United Kingdom,Urban,Student,11392,TRUE,FALSE,FALSE
54,non-binary,2,YouTube,Sports,Australia,Rural,Student,16789,FALSE,FALSE,TRUE
50,non-binary,9,YouTube,Lifestlye,United Kingdom,Urban,Student,10677,TRUE,TRUE,FALSE
25,female,2,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,10105,TRUE,FALSE,FALSE
61,female,2,Instagram,Travel,Australia,Urban,Marketer Manager,14753,TRUE,TRUE,FALSE
61,male,8,YouTube,Lifestlye,United States,Urban,Software Engineer,11946,FALSE,TRUE,FALSE
22,male,9,Facebook,Travel,Australia,Urban,Student,15544,TRUE,TRUE,TRUE
56,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11095,TRUE,FALSE,FALSE
21,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,16985,FALSE,FALSE,FALSE
23,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,11782,TRUE,TRUE,FALSE
62,non-binary,3,Facebook,Sports,United States,Sub_Urban,Student,14541,FALSE,FALSE,FALSE
49,non-binary,5,YouTube,Travel,United States,Urban,Software Engineer,13257,FALSE,FALSE,TRUE
47,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,16213,FALSE,TRUE,FALSE
64,female,3,YouTube,Sports,United States,Rural,Software Engineer,14869,TRUE,TRUE,FALSE
52,non-binary,7,YouTube,Lifestlye,Australia,Urban,Software Engineer,11561,TRUE,FALSE,FALSE
57,male,1,YouTube,Travel,United Kingdom,Urban,Software Engineer,14006,FALSE,TRUE,FALSE
33,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Student,19867,FALSE,TRUE,FALSE
30,female,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,19314,FALSE,FALSE,FALSE
59,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,13981,FALSE,FALSE,TRUE
47,female,8,YouTube,Lifestlye,United States,Rural,Student,19493,FALSE,TRUE,FALSE
36,female,1,YouTube,Travel,Australia,Sub_Urban,Student,15682,FALSE,FALSE,TRUE
34,male,5,Instagram,Travel,United States,Sub_Urban,Marketer Manager,15782,TRUE,TRUE,TRUE
36,male,7,Instagram,Travel,United Kingdom,Rural,Software Engineer,10943,FALSE,TRUE,FALSE
45,male,4,Instagram,Sports,United Kingdom,Rural,Student,14550,FALSE,FALSE,TRUE
43,male,4,Instagram,Sports,Australia,Urban,Student,19137,FALSE,TRUE,FALSE
54,male,4,Instagram,Travel,United States,Rural,Software Engineer,10600,TRUE,TRUE,TRUE
43,male,6,Instagram,Travel,United Kingdom,Urban,Marketer Manager,16376,TRUE,TRUE,FALSE
40,male,7,YouTube,Sports,United Kingdom,Rural,Software Engineer,19609,TRUE,FALSE,TRUE
26,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,11524,TRUE,FALSE,TRUE
29,female,5,Facebook,Sports,Australia,Urban,Software Engineer,13766,FALSE,FALSE,FALSE
18,male,4,YouTube,Sports,United Kingdom,Urban,Software Engineer,10250,TRUE,TRUE,TRUE
18,non-binary,3,YouTube,Travel,United Kingdom,Urban,Software Engineer,19736,FALSE,TRUE,TRUE
64,non-binary,7,Instagram,Sports,United States,Rural,Software Engineer,10078,FALSE,FALSE,TRUE
51,non-binary,6,Instagram,Travel,United States,Sub_Urban,Marketer Manager,13123,FALSE,FALSE,TRUE
49,female,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19089,FALSE,FALSE,TRUE
42,male,5,Facebook,Lifestlye,United Kingdom,Urban,Student,17064,FALSE,TRUE,FALSE
57,non-binary,6,Instagram,Sports,United States,Urban,Software Engineer,18417,FALSE,FALSE,TRUE
62,female,5,YouTube,Lifestlye,Australia,Urban,Marketer Manager,11209,TRUE,TRUE,TRUE
18,female,7,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15153,TRUE,FALSE,FALSE
33,female,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,14898,TRUE,TRUE,FALSE
56,non-binary,5,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12178,TRUE,TRUE,FALSE
22,male,6,Instagram,Sports,Australia,Urban,Student,17610,TRUE,FALSE,TRUE
39,non-binary,6,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,18895,FALSE,TRUE,TRUE
46,non-binary,5,YouTube,Travel,Australia,Urban,Software Engineer,12544,TRUE,FALSE,TRUE
20,male,7,YouTube,Lifestlye,Australia,Rural,Marketer Manager,15522,TRUE,TRUE,TRUE
29,male,8,Facebook,Sports,United States,Rural,Marketer Manager,12370,TRUE,TRUE,FALSE
43,male,7,Facebook,Sports,Australia,Rural,Student,13281,FALSE,FALSE,FALSE
33,female,5,Facebook,Sports,Australia,Urban,Marketer Manager,14710,FALSE,TRUE,TRUE
54,male,1,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10328,FALSE,FALSE,TRUE
39,non-binary,5,Instagram,Travel,United Kingdom,Rural,Software Engineer,15579,TRUE,FALSE,TRUE
46,male,2,Facebook,Sports,United States,Urban,Software Engineer,14228,TRUE,FALSE,TRUE
31,non-binary,5,Instagram,Sports,United States,Urban,Student,16794,TRUE,TRUE,FALSE
45,female,5,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,10120,TRUE,TRUE,FALSE
22,non-binary,2,Facebook,Travel,Australia,Rural,Software Engineer,16749,TRUE,TRUE,TRUE
64,non-binary,5,Instagram,Lifestlye,Australia,Urban,Student,10964,FALSE,FALSE,FALSE
47,male,4,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,14224,TRUE,FALSE,TRUE
63,male,1,YouTube,Travel,United States,Rural,Student,13675,FALSE,TRUE,TRUE
22,non-binary,3,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15694,TRUE,TRUE,FALSE
29,male,1,YouTube,Sports,United States,Sub_Urban,Student,12076,FALSE,FALSE,TRUE
33,female,5,Facebook,Travel,United Kingdom,Urban,Marketer Manager,16865,FALSE,TRUE,FALSE
43,female,4,Facebook,Travel,United Kingdom,Urban,Student,15643,FALSE,FALSE,TRUE
43,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,18524,FALSE,TRUE,FALSE
38,female,5,YouTube,Sports,United States,Sub_Urban,Software Engineer,15249,TRUE,FALSE,TRUE
56,male,4,Facebook,Sports,Australia,Urban,Student,11316,TRUE,TRUE,FALSE
53,non-binary,2,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,11196,TRUE,TRUE,TRUE
50,non-binary,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,13170,FALSE,FALSE,TRUE
47,female,2,Instagram,Sports,Australia,Urban,Marketer Manager,19621,TRUE,FALSE,FALSE
54,male,8,Instagram,Travel,United Kingdom,Rural,Marketer Manager,10355,TRUE,FALSE,TRUE
40,male,3,Instagram,Lifestlye,United States,Rural,Student,19718,TRUE,TRUE,FALSE
27,female,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,10028,TRUE,FALSE,FALSE
22,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11013,FALSE,FALSE,TRUE
53,female,6,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,19019,FALSE,TRUE,TRUE
51,non-binary,5,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,12024,TRUE,FALSE,TRUE
48,male,1,Instagram,Sports,Australia,Urban,Software Engineer,18490,TRUE,FALSE,TRUE
27,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,15839,TRUE,FALSE,FALSE
36,female,1,YouTube,Sports,Australia,Urban,Software Engineer,15791,FALSE,TRUE,TRUE
49,male,8,Instagram,Travel,Australia,Urban,Software Engineer,10754,FALSE,TRUE,TRUE
18,female,9,YouTube,Lifestlye,Australia,Rural,Software Engineer,18961,FALSE,TRUE,TRUE
22,female,9,Facebook,Sports,United States,Rural,Marketer Manager,13735,TRUE,FALSE,FALSE
62,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,11238,FALSE,TRUE,TRUE
21,female,2,YouTube,Lifestlye,United States,Urban,Student,11906,FALSE,FALSE,FALSE
33,non-binary,1,Instagram,Travel,United Kingdom,Urban,Marketer Manager,17399,FALSE,FALSE,TRUE
41,male,2,Facebook,Sports,Australia,Urban,Student,17961,FALSE,FALSE,FALSE
33,non-binary,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19756,FALSE,TRUE,TRUE
19,male,5,Facebook,Travel,Australia,Urban,Student,19410,TRUE,TRUE,TRUE
45,non-binary,7,Facebook,Sports,United Kingdom,Rural,Marketer Manager,14601,TRUE,FALSE,FALSE
49,female,2,YouTube,Sports,United States,Rural,Software Engineer,19549,TRUE,FALSE,TRUE
44,non-binary,8,Facebook,Lifestlye,United States,Urban,Marketer Manager,11460,TRUE,TRUE,TRUE
37,non-binary,6,YouTube,Sports,Australia,Urban,Software Engineer,17669,FALSE,TRUE,TRUE
41,male,8,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,11416,TRUE,TRUE,FALSE
